player,team,nation,pos,age,90s Playing Time,npxG Per 90 Minutes,G-PK Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,Sh/90 Standard,G/Sh Standard,PrgP,KP,PPA,CrsPA,PrgC Carries,CPA Carries,Succ Take-Ons,PrgR Receiving,TklW Tackles,Int,Won Aerial Duels,Fls Performance,Fld Performance,Att 3rd Touches,Mid 3rd Touches,Def 3rd Touches,cluster
Ko Itakura,Gladbach,JPN,"DF,MF",26.0,17.7,0.08,0.17,0.01,0.09,1.18,0.14,36,5,3,1,14,1,5,7,21,22,38,28,4,74,523,522,4
Koen Casteels,Wolfsburg,BEL,GK,31.0,25.0,0.0,0.0,0.01,0.01,0.0,0.0,1,1,0,0,0,0,0,0,1,0,8,1,3,0,9,995,16
Koffi Djidji,Torino,CIV,DF,30.0,8.4,0.01,0.0,0.0,0.01,0.24,0.0,19,0,0,0,4,1,3,3,9,10,8,11,1,29,237,239,0
Koffi Kouao,Metz,CIV,DF,25.0,9.6,0.02,0.0,0.16,0.18,0.52,0.0,29,6,7,4,10,3,8,29,13,13,13,16,5,100,231,188,3
Kofi Amoako,Wolfsburg,GER,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Koke,Atlético Madrid,ESP,MF,31.0,27.7,0.020000000000000004,0.0,0.13,0.15,0.36,0.0,212,26,33,1,26,1,5,26,44,16,15,19,19,334,1570,594,5
Komnen Andrić,Clermont Foot,SRB,FW,28.0,1.9,0.03,0.0,0.1,0.12,1.07,0.0,5,4,1,0,0,1,2,24,1,0,2,2,2,36,44,3,0
Koni De Winter,Genoa,BEL,DF,21.0,26.4,0.03,0.0,0.04,0.07,0.42,0.0,76,5,5,0,21,1,7,15,25,21,58,37,11,120,655,731,4
Konrad Laimer,Bayern Munich,AUT,"DF,MF",26.0,19.7,0.05,0.0,0.2,0.25,0.86,0.0,127,24,26,7,62,17,23,98,36,18,12,28,15,482,893,315,5
Konstantinos Mavropanos,West Ham,GRE,DF,25.0,16.7,0.07,0.060000000000000005,0.01,0.08,0.72,0.08,38,3,1,0,10,1,2,2,16,23,44,15,10,34,372,421,4
Kostas Manolas,Salernitana,GRE,DF,32.0,5.4,0.03,0.0,0.01,0.03,0.37,0.0,10,1,3,1,0,0,1,2,5,2,20,5,3,6,154,195,0
Kostas Tsimikas,Liverpool,GRE,DF,27.0,7.5,0.01,0.0,0.14,0.15,0.4,0.0,31,16,7,4,24,3,4,73,13,6,3,11,7,225,235,119,19
Kristian Thorstvedt,Sassuolo,NOR,MF,24.0,26.6,0.16,0.23,0.06,0.22,1.58,0.14,130,36,15,2,30,5,15,94,22,21,55,36,39,370,693,224,5
Kristijan Jakić,Augsburg,CRO,MF,26.0,13.899999999999999,0.062086330935251816,0.14309352517985613,0.029496402877697846,0.09158273381294964,1.0055395683453239,0.1262589928057554,67,8,8,0,14,3,6,19,17,22,18,23,20,129,449,179,14
Kristoffer Ajer,Brentford,NOR,DF,25.0,20.4,0.060000000000000005,0.1,0.11,0.18,0.59,0.17,61,12,10,3,22,5,10,31,21,25,63,25,10,158,457,430,4
Krépin Diatta,Monaco,SEN,"DF,FW",24.0,13.4,0.04,0.0,0.13,0.16999999999999998,0.6700000000000002,0.0,80,23,22,5,48,10,29,95,20,16,30,18,24,330,478,154,5
Kurt Zouma,West Ham,FRA,DF,28.0,31.5,0.06,0.1,0.01,0.06,0.51,0.19,53,4,1,0,7,1,2,1,17,29,58,24,6,34,626,798,4
Kyle Walker,Manchester City,ENG,DF,33.0,30.7,0.01,0.0,0.09,0.1,0.52,0.0,157,25,32,13,74,7,21,172,24,27,25,23,18,749,1358,526,5
Kylian Mbappé,Paris S-G,FRA,FW,24.0,24.0,0.6,0.88,0.24,1.11,4.67,0.19000000000000003,122,40,44,1,114,66,61,285,1,2,0,19,38,801,441,31,5
Kévin Keben Biakolo,Toulouse,CMR,DF,19.0,5.8,0.0,0.0,0.01,0.01,0.17,0.0,13,3,0,0,5,0,3,10,2,8,6,10,5,33,150,139,0
Kévin N'Doram,Metz,FRA,MF,27.0,17.8,0.02,0.0,0.03,0.05,0.39,0.0,62,7,4,0,12,0,4,3,22,27,24,29,22,83,470,226,4
Kévin Van Den Kerkhof,Metz,ALG,"FW,MF",27.0,21.3,0.07,0.05000000000000001,0.16,0.24,0.99,0.05000000000000001,28,21,20,15,65,11,31,145,24,11,10,8,10,381,274,156,5
Lameck Banda,Lecce,ZAM,FW,22.0,15.0,0.23999999999999996,0.13,0.13,0.37,3.33,0.04,22,24,17,9,71,35,42,136,23,3,9,32,30,316,231,76,5
Lamine Camara,Metz,SEN,MF,19.0,25.1,0.06,0.04,0.13,0.22,1.16,0.03,97,41,12,5,23,3,23,69,42,28,11,45,45,321,744,278,5
Lamine Diack,Nantes,SEN,MF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamine Yamal,Barcelona,ESP,FW,16.0,24.5,0.21,0.2,0.25,0.47,2.37,0.09,80,38,52,16,123,57,70,350,37,19,2,23,52,923,460,118,5
Lapo Nava,Milan,ITA,GK,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Lassana Coulibaly,Salernitana,MLI,MF,27.0,23.1,0.030000000000000002,0.0,0.04,0.060000000000000005,0.56,0.0,88,11,6,2,29,1,15,38,32,16,29,33,36,201,694,215,5
Laurent Abergel,Lorient,FRA,MF,30.0,31.8,0.04,0.06,0.07,0.1,0.82,0.08,194,30,23,3,38,3,44,51,52,61,15,36,36,349,1289,553,5
Lautaro Gianetti,Udinese,ARG,DF,29.0,7.0,0.06,0.14,0.01,0.06,0.43,0.33,4,1,0,0,2,0,1,0,4,19,8,9,0,9,147,227,8
Lautaro Martínez,Inter,ARG,FW,25.0,29.5,0.52,0.75,0.12,0.72,3.56,0.21,80,36,21,2,54,28,19,172,16,20,38,46,59,564,532,88,5
Layvin Kurzawa,Paris S-G,FRA,DF,30.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,6,0
Lazar Samardzic,Udinese,SRB,MF,21.0,26.4,0.11,0.19,0.21,0.34,2.12,0.09,83,62,15,4,65,8,47,91,19,10,14,29,18,487,616,216,5
Leander Dendoncker,Aston Villa,BEL,MF,28.0,1.6,0.47750000000000004,0.6175,0.0,0.47750000000000004,1.93,0.40625,5,0,0,0,0,0,0,2,4,2,6,1,2,14,61,38,8
Leandro Barreiro Martins,Mainz 05,LUX,MF,23.0,29.0,0.15999999999999998,0.14,0.039999999999999994,0.19,1.31,0.11,93,20,12,2,22,6,15,46,40,36,39,58,52,268,709,337,5
Leandro Paredes,Roma,ARG,MF,29.0,29.3,0.03,0.0,0.08,0.19,0.99,0.0,214,27,16,2,36,3,8,19,36,29,14,31,35,322,1461,562,5
Leandro Trossard,Arsenal,BEL,"FW,MF",28.0,18.3,0.43,0.65,0.15,0.58,3.27,0.2,76,24,29,4,66,27,25,155,16,8,5,15,20,502,318,105,5
Leart Paqarada,Köln,KVX,DF,28.0,11.9,0.03,0.0,0.14,0.17,0.84,0.0,45,22,17,9,26,1,7,29,11,10,9,7,8,233,351,254,5
Lebo Mothiba,Strasbourg,RSA,FW,27.0,6.9,0.67,0.44,0.02,0.7,2.33,0.19,9,5,2,1,8,5,4,27,2,0,22,13,11,103,64,17,8
Lee Kang-in,Paris S-G,KOR,"FW,MF",22.0,16.3,0.09,0.18,0.14,0.23,1.41,0.13,103,27,31,8,50,17,25,150,13,6,4,17,22,559,486,114,5
Lennard Maloney,Heidenheim,USA,MF,23.0,25.4,0.03,0.04,0.04,0.07,0.55,0.07,62,8,6,0,3,0,6,17,26,25,67,44,15,113,681,425,4
Leny Yoro,Lille,FRA,DF,17.0,29.7,0.05,0.07,0.0,0.06,0.47,0.14,68,2,1,0,8,0,8,3,25,36,44,20,16,35,1048,1046,4
Leo Skiri Østigård,Napoli,NOR,DF,23.0,18.1,0.03,0.06,0.0,0.04,0.39,0.14,76,3,4,0,13,0,2,3,12,16,58,12,12,57,769,668,4
Leon Bailey,Aston Villa,JAM,"MF,FW",25.0,23.0,0.27,0.43999999999999995,0.4,0.67,2.31,0.19,82,52,51,7,102,41,57,226,7,9,14,26,26,589,318,151,5
Leon Chiwome,Wolves,ENG,FW,17.0,1.9,0.05,0.0,0.0,0.05,1.03,0.0,2,0,0,0,1,1,0,7,1,0,2,2,2,10,25,5,0
Leon Goretzka,Bayern Munich,GER,MF,28.0,24.9,0.20000000000000004,0.23999999999999996,0.21,0.41000000000000003,2.25,0.11,176,32,27,2,66,1,13,71,23,31,36,23,14,435,1148,453,5
Leon Opitz,Werder Bremen,GER,"FW,DF",18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,2,2,0,0,0,0,4,6,7,0
Leonardo Balerdi,Marseille,ARG,DF,24.0,25.2,0.030000000000000002,0.08,0.01,0.04,0.55,0.14,122,5,3,0,19,0,9,6,50,51,57,25,23,73,1036,845,4
Leonardo Bittencourt,Werder Bremen,GER,MF,29.0,17.5,0.13,0.060000000000000005,0.17,0.3,1.77,0.030000000000000002,85,26,20,7,61,5,17,74,18,13,6,34,31,296,547,197,5
Leonardo Bonucci,Union Berlin,ITA,DF,36.0,5.1,0.0,0.0,0.060000000000000005,0.22,0.0,0.0,21,2,2,1,0,0,1,1,5,7,5,2,1,15,157,122,0
Leonardo Cerri,Juventus,ITA,DF,20.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
Leonardo Mendicino,Atalanta,ITA,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Pavoletti,Cagliari,ITA,FW,34.0,7.0,0.37,0.57,0.04,0.41,3.5800000000000005,0.16,16,7,4,0,1,1,0,40,1,0,57,19,7,111,105,16,8
Leonardo Spinazzola,Roma,ITA,DF,30.0,14.6,0.02,0.07,0.21,0.22,0.55,0.13,52,27,48,21,108,22,20,74,7,3,6,8,6,319,407,234,5
Leonidas Stergiou,Stuttgart,SUI,DF,21.0,6.6,0.05,0.15,0.06,0.11,0.45,0.33,17,5,7,5,6,0,1,22,8,5,4,5,1,83,205,132,8
Leroy Sané,Bayern Munich,GER,FW,27.0,23.7,0.4600000000000001,0.34,0.4600000000000001,0.9200000000000002,3.0700000000000003,0.10999999999999999,113,72,47,2,121,44,93,274,8,7,3,26,21,880,448,99,5
Lesley Ugochukwu,Chelsea,FRA,MF,19.0,3.3,0.0,0.0,0.03,0.03,0.0,0.0,17,3,5,0,8,2,3,3,10,1,9,4,2,31,120,66,0
Levi Colwill,Chelsea,ENG,DF,20.0,20.0,0.06,0.05,0.06,0.12,0.55,0.09,73,7,6,0,23,2,9,27,30,26,43,25,14,164,669,570,4
Lewis Cook,Bournemouth,ENG,MF,26.0,31.0,0.01,0.0,0.14,0.15,0.39,0.0,142,46,20,4,22,0,21,15,41,65,42,39,16,382,1003,418,5
Lewis Dobbin,Everton,ENG,MF,20.0,2.6,0.11000000000000001,0.39,0.19,0.3,1.9399999999999997,0.2,3,4,3,1,6,4,6,20,7,1,2,3,6,65,42,24,8
Lewis Dunk,Brighton,ENG,DF,31.0,31.9,0.1,0.09,0.03,0.12,1.04,0.09,152,13,8,1,33,2,5,13,14,31,57,23,12,145,1542,1811,4
Lewis Ferguson,Bologna,SCO,MF,23.0,30.1,0.18,0.2,0.08,0.26,1.99,0.1,142,32,25,3,57,13,14,138,21,17,34,52,72,561,1178,317,5
Lewis Warrington,Everton,ENG,FW,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Liam Henderson,Empoli,SCO,MF,27.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
Liberato Cacace,Empoli,NZL,DF,22.0,21.2,0.02,0.0,0.08,0.1,0.61,0.0,84,21,13,5,34,4,23,55,24,19,17,30,18,306,614,442,5
Lilian Brassier,Brest,FRA,DF,23.0,29.7,0.04,0.1,0.02,0.06,0.4,0.25,121,6,8,3,20,2,12,5,18,41,55,34,23,56,966,1054,4
Lilian Egloff,Stuttgart,GER,"MF,DF",20.0,1.2,0.15,0.0,0.0,0.15,2.55,0.0,2,0,0,0,2,0,0,2,1,1,0,2,2,14,22,20,9
Linton Maina,Köln,GER,"FW,MF",24.0,21.1,0.09,0.05,0.15,0.24,1.56,0.03,61,20,16,5,109,47,22,169,15,6,0,10,17,429,334,110,5
Lisandro Martínez,Manchester Utd,ARG,DF,25.0,7.2,0.0,0.0,0.01,0.01,0.0,0.0,28,3,1,0,8,0,2,1,8,5,4,6,3,18,259,234,0
Lloyd Kelly,Bournemouth,ENG,DF,24.0,17.3,0.02,0.0,0.07,0.09,0.23,0.0,56,9,7,4,15,2,2,28,19,13,28,17,13,156,484,432,4
Logan Costa,Toulouse,CPV,DF,22.0,29.4,0.05,0.03,0.02,0.07,0.48,0.07,145,6,6,2,19,2,6,14,24,23,64,38,10,138,1001,932,4
Lorenz Assignon,Burnley,TOG,DF,23.0,24.9,0.03449799196787149,0.07899598393574297,0.17650602409638552,0.21100401606425703,0.8039357429718876,0.10100401606425702,85,33,22,10,66,19,23,124,29,28,24,55,31,444,593,368,5
Lorenzo Amatucci,Fiorentina,ITA,MF,19.0,0.2,0.04,0.0,0.0,0.04,4.09,0.0,2,0,0,0,1,0,0,1,0,0,1,1,0,10,15,1,9
Lorenzo Colombo,Monza,ITA,FW,21.0,15.1,0.24,0.26,0.04,0.28,2.45,0.11,24,8,3,0,16,13,12,75,12,0,19,25,24,186,239,32,8
Lorenzo De Silvestri,Bologna,ITA,DF,35.0,7.5,0.029999999999999995,0.2700000000000001,0.0,0.029999999999999995,0.53,0.5,27,0,1,1,14,0,0,12,8,6,9,3,6,75,226,202,8
Lorenzo Lucca,Udinese,ITA,FW,22.0,28.8,0.27,0.2800000000000001,0.06,0.33,2.12,0.13,18,20,5,0,10,5,12,118,11,3,95,52,54,313,377,91,5
Lorenzo Montipò,Hellas Verona,ITA,GK,27.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,5,0,3,1,9,1375,16
Lorenzo Pellegrini,Roma,ITA,MF,27.0,20.7,0.19,0.34,0.12000000000000001,0.35,2.23,0.15,94,36,22,5,43,5,19,97,20,20,12,26,35,364,581,161,5
Lorenzo Pirola,Salernitana,ITA,DF,21.0,22.1,0.04,0.05,0.0,0.04,0.68,0.07,57,1,1,0,13,0,0,7,23,25,58,33,16,53,567,664,4
Lorenzo Venuti,Lecce,ITA,DF,28.0,4.0,0.02,0.0,0.07,0.1,0.74,0.0,16,4,2,2,7,1,2,15,4,5,2,5,1,38,132,81,0
Loris Karius,Newcastle Utd,GER,GK,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
Loris Mouyokolo,Lorient,FRA,DF,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,14,51,0
Loum Tchaouna,Salernitana,FRA,"FW,MF",19.0,23.3,0.11,0.17,0.05999999999999999,0.18,1.89,0.09,59,22,22,7,72,26,16,151,10,4,27,15,30,448,474,120,5
Lovro Majer,Rennes,CRO,MF,25.0,23.599999999999998,0.15983050847457628,0.12889830508474576,0.15059322033898306,0.37974576271186444,1.5349999999999997,0.08923728813559323,124,40,29,6,62,10,26,141,18,12,11,37,38,537,607,185,5
Lovro Zvonarek,Bayern Munich,CRO,"FW,MF",18.0,1.8,0.04,0.55,0.12,0.15,0.55,1.0,7,2,1,0,7,4,1,9,0,0,2,3,0,26,38,9,8
Loïc Bade,Sevilla,FRA,DF,23.0,25.3,0.04,0.0,0.02,0.05,0.55,0.0,76,9,1,0,15,1,11,3,41,38,76,24,10,55,692,920,4
Loïc Nego,Le Havre,HUN,"DF,MF",32.0,17.3,0.08,0.0,0.06,0.13,1.04,0.0,64,13,19,11,30,4,13,102,26,16,8,22,17,281,367,149,5
Loïs Openda,RB Leipzig,BEL,FW,23.0,30.0,0.66,0.73,0.19,0.93,3.94,0.19,45,35,21,5,77,38,20,226,3,5,22,38,64,528,285,52,5
Luca Caldirola,Monza,ITA,DF,32.0,23.8,0.02,0.04,0.03,0.04,0.38,0.10999999999999999,56,5,1,1,10,0,1,9,14,29,30,24,17,61,678,809,4
Luca Garritano,Frosinone,ITA,"MF,DF",29.0,5.4,0.13,0.0,0.06,0.19,2.23,0.0,23,4,3,1,6,1,0,23,5,4,3,6,7,91,119,75,9
Luca Gemello,Torino,ITA,GK,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120,0
Luca Kilian,Köln,GER,DF,23.0,7.1,0.0,0.0,0.01,0.01,0.0,0.0,12,1,0,0,7,0,0,1,9,7,10,4,0,24,152,221,0
Luca Koleosho,Burnley,ITA,"MF,FW",18.0,10.8,0.18,0.09,0.12,0.3,2.13,0.04,19,11,6,2,53,29,33,82,4,2,2,18,13,240,149,33,5
Luca Lipani,Sassuolo,ITA,MF,18.0,4.3,0.02,0.0,0.05,0.07,0.7,0.0,20,3,2,1,6,1,2,3,7,6,5,6,1,42,106,55,0
Luca Mazzitelli,Frosinone,ITA,MF,27.0,24.6,0.09,0.2,0.05,0.14,2.0,0.1,167,13,14,2,18,1,11,53,23,19,41,45,37,294,958,341,5
Luca Netz,Gladbach,GER,DF,20.0,24.7,0.04,0.0,0.12,0.16,0.69,0.0,81,37,23,8,46,9,23,99,22,22,37,26,16,416,611,486,5
Luca Pellegrini,Lazio,ITA,DF,24.0,8.7,0.03,0.11,0.03,0.06,0.8,0.14,46,2,7,0,18,2,14,30,13,9,13,19,13,150,275,197,8
Luca Pfeiffer,Darmstadt 98,GER,"FW,MF",26.0,18.0,0.26,0.060000000000000005,0.09,0.35,2.67,0.02,37,19,8,1,15,2,7,81,6,2,54,28,27,237,266,66,5
Luca Raimund,Stuttgart,GER,"FW,MF",18.0,0.3,2.79,0.0,0.0,2.79,6.0,0.0,1,0,1,0,0,0,0,2,1,0,1,2,0,20,10,5,8
Luca Ranieri,Fiorentina,ITA,DF,24.0,22.9,0.04,0.09,0.02,0.06,0.43999999999999995,0.2,99,7,11,2,17,0,4,5,10,29,40,32,11,89,775,683,4
Luca Waldschmidt,Köln,GER,"MF,FW",27.0,12.7,0.17000000000000004,0.24,0.08999999999999998,0.32,3.3,0.07,46,16,10,4,30,6,18,61,12,6,7,20,15,234,297,82,6
Lucas,Cádiz,BRA,DF,22.0,17.1,0.05,0.06,0.11,0.16,0.64,0.09,47,22,21,14,30,3,15,65,27,17,11,12,6,275,447,306,5
Lucas Beraldo,Paris S-G,BRA,DF,19.0,11.2,0.09000000000000001,0.09000000000000001,0.02,0.11,0.45,0.19999999999999998,44,4,2,0,7,0,3,2,14,20,15,12,13,58,592,410,8
Lucas Boyé,Granada,ARG,FW,27.0,28.2,0.22,0.21,0.10000000000000002,0.31999999999999995,1.98,0.11,65,26,13,4,36,16,53,131,25,10,58,72,43,454,560,133,5
Lucas Chevalier,Lille,FRA,GK,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,0,0,0,0,0,4,1,7,0,6,1249,16
Lucas Digne,Aston Villa,FRA,DF,30.0,26.8,0.04,0.04,0.14999999999999997,0.19,0.75,0.05,77,37,34,15,42,4,10,200,19,26,42,29,30,593,541,468,5
Lucas Hernández,Paris S-G,FRA,DF,27.0,21.2,0.02,0.05,0.07,0.1,0.28,0.17,156,12,9,1,30,4,9,22,36,27,23,23,30,234,1247,578,5
Lucas Höler,Freiburg,GER,"FW,MF",29.0,25.6,0.27,0.23,0.08,0.42,1.25,0.19000000000000003,49,32,12,1,24,5,13,153,24,15,80,25,48,399,457,159,5
Lucas Martínez Quarta,Fiorentina,ARG,DF,27.0,25.5,0.11,0.2,0.07,0.18,0.94,0.21,177,15,18,2,23,3,13,16,47,30,49,41,13,132,1064,782,4
Lucas Michal,Monaco,FRA,FW,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Lucas Mincarelli,Montpellier,FRA,"DF,MF",19.0,10.9,0.03,0.09,0.05,0.09,0.55,0.17,26,4,7,2,24,1,8,40,16,8,10,4,10,135,253,190,18
Lucas Ocampos,Sevilla,ARG,"FW,MF",29.0,31.9,0.14,0.09,0.14,0.31,1.97,0.05,124,36,40,20,117,35,48,265,47,21,63,32,71,872,657,224,5
Lucas Paquetá,West Ham,BRA,"FW,MF",25.0,29.1,0.13,0.07,0.18,0.37000000000000005,1.37,0.05,187,43,50,8,34,12,41,116,48,21,59,47,66,533,1018,319,5
Lucas Perrin,Strasbourg,FRA,DF,24.0,30.3,0.02,0.0,0.03,0.05,0.4,0.0,115,6,11,2,17,2,5,8,30,28,48,34,28,58,937,1141,4
Lucas Robertone,Almería,ARG,MF,26.0,26.5,0.04,0.0,0.10000000000000002,0.13,1.3999999999999997,0.0,128,34,19,9,31,4,8,37,33,51,38,38,54,316,975,405,5
Lucas Torró,Osasuna,ESP,MF,29.0,19.9,0.07,0.05,0.030000000000000002,0.1,1.51,0.030000000000000002,60,9,6,0,3,1,6,15,15,33,71,43,16,214,551,223,4
Lucas Tousart,Union Berlin,FRA,MF,26.0,17.5,0.09,0.0,0.05,0.14,1.43,0.0,51,7,2,0,15,5,10,33,20,25,38,31,8,163,390,230,4
Lucas Vázquez,Real Madrid,ESP,DF,32.0,15.8,0.07,0.19,0.24,0.31,0.76,0.25,58,30,30,8,28,12,24,160,25,12,4,22,25,466,498,327,5
Lucien Agoume,Sevilla,FRA,MF,21.0,8.7,0.09885057471264369,0.0,0.06919540229885057,0.16804597701149426,0.6820689655172414,0.0,35,9,5,1,7,2,7,9,18,7,10,19,2,84,249,109,4
Luck Zogbé,Brest,CIV,DF,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,0
Ludovic Ajorque,Mainz 05,FRA,FW,29.0,15.1,0.25,0.13,0.06,0.41,1.79,0.07,21,16,3,0,5,1,2,88,2,4,78,28,15,238,314,53,5
Ludovic Blas,Rennes,FRA,"FW,MF",25.0,17.4,0.18,0.17,0.1,0.37,2.42,0.07,59,20,18,4,46,8,25,157,14,6,5,44,34,366,296,92,5
Luigi Canotto,Frosinone,ITA,FW,29.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,0
Luis Alberto,Lazio,ESP,MF,30.0,25.7,0.18,0.19,0.18,0.37000000000000005,2.18,0.09,212,64,48,4,83,10,25,124,20,7,10,16,23,690,1004,231,5
Luis Díaz,Liverpool,COL,FW,26.0,29.2,0.41,0.27,0.19,0.6,3.22,0.09,113,64,45,3,137,70,67,302,25,3,26,54,42,858,529,94,5
Luis Hernández,Cádiz,ESP,DF,34.0,8.0,0.12,0.12,0.04,0.16,0.12,1.0,31,6,1,0,2,0,0,1,3,8,9,8,0,69,167,178,8
Luis Javier Suárez,Almería,COL,FW,25.0,10.2,0.56,0.49,0.060000000000000005,0.7,3.8299999999999996,0.13,15,7,2,1,30,15,12,53,5,0,10,18,18,160,151,28,8
Luis Milla,Getafe,ESP,MF,28.0,23.5,0.03,0.0,0.07,0.1,0.68,0.0,121,29,10,6,31,0,11,35,33,32,28,43,29,330,981,196,5
Luis Muriel,Atalanta,COL,"FW,MF",32.0,4.5,0.34,0.44,0.38,0.72,5.06,0.09,24,15,11,5,19,5,7,57,2,1,6,6,14,180,129,6,8
Luis Rioja,Alavés,ESP,"FW,MF",29.0,27.8,0.11,0.07,0.14,0.36,1.91,0.04,77,41,38,19,70,18,41,173,19,16,10,22,18,619,382,150,5
Luis Sinisterra,Bournemouth,COL,"FW,MF",24.0,7.8,0.32999999999999996,0.26,0.31000000000000005,0.64,3.48,0.07,38,20,16,1,51,35,29,85,12,8,16,11,6,242,134,63,5
Luiz Felipe,Betis,ITA,DF,26.0,4.0,0.02,0.0,0.06,0.07,0.5,0.0,4,1,0,0,0,0,0,0,3,4,2,2,1,4,73,134,0
Luka Jović,Milan,SRB,FW,25.0,9.7,0.5,0.62,0.09,0.59,2.26,0.27,22,11,4,0,6,0,7,47,4,1,17,8,12,106,148,19,8
Luka Modrić,Real Madrid,CRO,MF,37.0,18.8,0.07,0.11,0.3,0.37,1.33,0.08,196,55,42,4,53,13,21,85,15,21,8,19,21,593,977,256,5
Luka Romero,Almería,ARG,FW,18.0,5.9,0.23118644067796615,0.5149152542372881,0.016610169491525422,0.2477966101694916,1.534915254237288,0.31559322033898307,17,2,3,1,15,1,8,27,1,1,3,11,13,90,141,47,8
Lukas Daschner,Bochum,GER,"MF,FW",24.0,6.0,0.38999999999999996,0.17,0.16,0.55,2.18,0.08,17,10,7,2,11,3,12,37,4,2,5,4,9,136,97,23,8
Lukas Klostermann,RB Leipzig,GER,DF,27.0,16.0,0.05,0.06,0.02,0.07,0.38,0.17,90,5,7,0,14,0,0,13,10,13,16,11,5,74,778,456,8
Lukas Kübler,Freiburg,GER,DF,30.0,20.5,0.03,0.05000000000000001,0.02,0.04,0.39,0.13,70,4,4,2,13,0,3,32,24,37,35,19,24,193,623,446,4
Lukas Nmecha,Wolfsburg,GER,FW,24.0,0.5,0.31,2.14,0.05,0.35,2.14,1.0,1,1,0,0,0,0,0,5,1,0,3,1,1,14,8,0,8
Lukas Ullrich,Gladbach,GER,"DF,FW",19.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,0,0,0,0,1,13,9,7,0
Luke Berry,Luton Town,ENG,"MF,DF",31.0,3.6,0.2800000000000001,0.5600000000000002,0.07000000000000002,0.35,2.23,0.25,8,2,0,0,1,0,2,7,2,0,7,6,7,46,70,28,8
Luke Harris,Fulham,WAL,MF,18.0,0.8,0.33,0.0,0.0,0.33,1.2,0.0,1,0,1,0,0,0,0,0,1,0,0,2,2,5,6,8,9
Luke Shaw,Manchester Utd,ENG,DF,28.0,10.7,0.0,0.0,0.09,0.1,0.19,0.0,45,13,7,0,10,1,7,30,8,6,13,14,3,148,326,283,0
Luke Thomas,Sheffield Utd,ENG,DF,22.0,10.2,0.05,0.0,0.0,0.060000000000000005,0.59,0.0,33,2,5,2,8,1,5,22,9,10,10,10,13,88,188,160,0
Lukáš Hrádecký,Leverkusen,FIN,GK,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,8,0,1,0,14,925,16
Luís Maximiano,Almería,POR,GK,24.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,4,1,3,0,19,1336,16
Lázaro,Almería,BRA,"FW,MF",21.0,3.2,0.28,0.0,0.17,0.45,2.53,0.0,6,6,1,0,5,2,5,34,1,1,4,3,7,69,64,19,9
Léo Baptistão,Almería,BRA,FW,30.0,20.4,0.25,0.29,0.09,0.34,2.35,0.13,45,19,8,2,26,8,12,88,16,11,48,21,29,267,416,123,5
Léo Leroy,Montpellier,FRA,MF,23.0,5.5,0.15,0.0,0.13,0.28,1.26,0.0,21,4,2,0,8,1,5,9,10,7,8,19,5,48,130,98,9
