player,team,nation,pos,age,npxG Per 90 Minutes,npxG Per 90 Minutes,G-PK Per 90 Minutes,G-PK Per 90 Minutes,xAG Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,xG+xAG Per 90 Minutes,Sh/90 Standard,Sh/90 Standard,G/Sh Standard,G/Sh Standard,PrgP,KP,PPA,CrsPA,PrgC Carries,CPA Carries,Succ Take-Ons,PrgR Receiving,TklW Tackles,Int,Won Aerial Duels,Fls Performance,Fld Performance,Att 3rd Touches,Mid 3rd Touches,Def 3rd Touches,cluster
Sofiane Diop,Nice,FRA,FW,23.0,1.21,0.22,0.0,0.0,0.77,0.14,1.98,0.36,13.915,2.53,0.0,0.0,17,8,7,2,20,6,6,43,6,3,1,9,12,118,100,42,1
Sofiane Sidi Ali,Marseille,FRA,MF,28.0,0.024,0.12,0.0,0.0,0.0,0.0,0.024,0.12,1.0,5.0,0.0,0.0,1,0,0,0,0,0,0,3,0,2,0,1,0,7,8,2,1
Sofyan Amrabat,Manchester Utd,MAR,"MF,DF",26.0,0.10400000000000001,0.01,0.0,0.0,0.312,0.03,0.41600000000000004,0.04,3.016,0.29,0.0,0.0,66,6,6,1,6,0,6,10,16,8,5,24,10,120,439,218,2
Sokratis Papastathopoulos,Betis,GRE,DF,35.0,0.252,0.02,0.0,0.0,0.0,0.0,0.252,0.02,2.016,0.16,0.0,0.0,13,1,0,0,1,0,0,1,14,6,25,13,6,10,254,428,2
Solly March,Brighton,ENG,"FW,DF",29.0,1.9840000000000002,0.32,3.038,0.48999999999999994,0.9920000000000001,0.16,2.9139999999999997,0.4699999999999999,14.074,2.27,1.302,0.21,24,7,7,0,14,3,8,44,14,11,6,12,8,145,123,71,6
Son Heung-min,Tottenham,KOR,FW,31.0,10.432,0.32,14.996,0.46,11.736,0.36,23.798000000000002,0.73,83.13,2.55,5.868,0.18,139,68,65,2,119,64,39,325,13,8,5,12,39,823,458,87,4
Sory Kaba,Las Palmas,GUI,FW,28.0,1.44,0.18,0.96,0.12,0.32,0.04,1.84,0.23,12.96,1.62,0.64,0.08,12,6,1,0,7,3,11,36,0,0,31,16,15,119,139,19,1
Souleymane Touré,Lorient,FRA,DF,20.0,1.824,0.08,0.912,0.04,0.456,0.02,2.2800000000000002,0.1,18.012,0.79,1.3679999999999999,0.05999999999999999,73,7,5,2,24,4,11,25,12,36,43,36,15,140,727,677,2
Soungoutou Magassa,Monaco,FRA,"DF,MF",19.0,0.6,0.04,0.0,0.0,0.15,0.01,0.75,0.05,7.95,0.53,0.0,0.0,92,2,2,1,7,1,8,13,26,21,24,31,13,68,719,401,2
Srđan Babić,Almería,SRB,DF,27.0,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.04,1.0,1.0,0.0,0.0,6,0,0,0,1,0,0,0,2,0,3,2,0,2,38,29,0
Stanislav Lobotka,Napoli,SVK,MF,28.0,0.73,0.02,0.0,0.0,1.46,0.04,1.8250000000000002,0.05,13.870000000000001,0.38,0.0,0.0,188,23,22,1,29,2,15,34,39,30,11,33,41,361,1658,521,2
Stanley N'Soki,Hoffenheim,FRA,DF,24.0,0.0,0.0,0.0,0.0,0.14,0.02,0.14,0.02,0.0,0.0,0.0,0.0,37,2,3,0,7,0,9,14,10,8,12,12,2,58,237,210,0
Stefan Bajcetic,Liverpool,ESP,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,8,4,0
Stefan Bell,Mainz 05,GER,DF,31.0,0.222,0.03,0.0,0.0,0.07400000000000001,0.01,0.29600000000000004,0.04,3.9960000000000004,0.54,0.0,0.0,23,1,3,1,0,0,2,2,8,6,24,10,8,20,182,231,0
Stefan Lainer,Gladbach,AUT,"DF,MF",30.0,0.166,0.02,0.0,0.0,0.664,0.08,0.913,0.11,2.988,0.36,0.0,0.0,37,8,12,4,15,3,2,31,16,5,7,8,7,127,263,195,2
Stefan Lekovic,Villarreal,SRB,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0
Stefan Mitrović,Getafe,SRB,DF,26.5,0.508,0.04198347107438017,1.014,0.08380165289256199,0.398,0.032892561983471076,0.949,0.0784297520661157,7.937,0.6559504132231405,7.8,0.6446280991735537,34,5,3,1,17,2,8,26,6,6,15,23,8,74,236,167,6
Stefan Ortega,Manchester City,GER,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,279,0
Stefan Posch,Bologna,AUT,DF,26.0,1.072,0.04,1.072,0.04,2.144,0.08,3.2159999999999997,0.11999999999999998,17.956000000000003,0.6700000000000002,1.6079999999999999,0.05999999999999999,123,22,21,7,44,4,11,64,46,18,34,30,13,363,1158,852,2
Stefan Savić,Atlético Madrid,MNE,DF,32.0,0.36200000000000004,0.02,0.0,0.0,0.18100000000000002,0.01,0.543,0.03,5.0680000000000005,0.28,0.0,0.0,66,1,7,2,14,0,8,2,19,27,46,16,6,38,533,595,2
Stefan Schimmer,Heidenheim,GER,"MF,FW",29.0,0.5780000000000001,0.34,0.0,0.0,0.867,0.51,1.4449999999999998,0.85,4.998,2.9400000000000004,0.0,0.0,2,1,1,1,1,0,0,12,1,1,9,1,1,41,27,11,1
Stefan de Vrij,Inter,NED,DF,31.0,0.528,0.03,1.056,0.06,0.35200000000000004,0.02,0.8800000000000001,0.05,10.032,0.57,1.7600000000000002,0.1,43,2,4,0,6,0,2,2,13,24,46,8,2,26,563,571,2
Stefano Sabelli,Genoa,ITA,DF,30.0,0.8099999999999999,0.03,0.0,0.0,1.8900000000000001,0.07,2.7,0.1,8.91,0.33,0.0,0.0,88,20,35,15,69,4,8,101,24,23,16,36,36,440,499,303,4
Stefano Sensi,Inter,ITA,MF,27.0,0.08,0.16,0.0,0.0,0.125,0.25,0.21,0.42,1.955,3.91,0.0,0.0,3,3,0,0,3,0,1,4,1,1,0,0,1,11,39,8,1
Stefano Turati,Frosinone,ITA,GK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,6,1131,7
Steffen Tigges,Köln,GER,FW,25.0,2.592,0.32,2.997,0.37,1.539,0.19,4.131,0.51,22.032,2.72,1.1340000000000001,0.14,10,10,5,0,9,2,4,48,6,1,38,7,8,102,163,33,6
Stephan El Shaarawy,Roma,ITA,"FW,DF",30.0,2.5090000000000003,0.13,3.088,0.16,2.316,0.11999999999999998,4.825,0.25,39.951,2.07,1.544,0.08,44,20,12,5,46,22,22,131,13,13,9,14,28,328,368,159,4
Steve Mandanda,Rennes,FRA,GK,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1,1,0,0,0,9,1,7,0,19,1267,7
Steve Mounié,Brest,BEN,FW,28.0,8.865,0.45,6.106999999999999,0.31,2.167,0.11,11.032,0.56,60.084999999999994,3.05,1.97,0.1,25,21,9,3,22,6,11,111,7,2,137,43,25,316,322,39,4
Steve Ngoura,Le Havre,FRA,"FW,MF",18.0,0.475,0.19,0.0,0.0,0.075,0.03,0.55,0.22000000000000003,7.075,2.83,0.0,0.0,9,1,2,0,3,1,3,19,1,0,3,6,1,41,37,6,1
Steven Baseya,Strasbourg,FRA,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,9,0
Steven Shpendi,Empoli,ALB,"FW,MF",20.0,0.414,0.09,0.0,0.0,0.45999999999999996,0.1,0.9199999999999999,0.2,7.037999999999999,1.53,0.0,0.0,6,5,3,0,3,2,2,32,0,1,3,12,13,58,61,8,1
Stijn Spierings,Lens,NED,MF,27.0,0.336,0.01856353591160221,0.0,0.0,0.504,0.027845303867403314,1.008,0.05569060773480663,10.920000000000002,0.6033149171270719,0.0,0.0,166,14,8,0,16,0,5,26,40,28,15,45,20,204,865,271,2
Stole Dimitrievski,Rayo Vallecano,MKD,GK,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,1,0,1,0,6,0,3,0,12,1259,7
Stredair Appuah,Nantes,FRA,"FW,MF",19.0,0.41400000000000003,0.46,0.0,0.0,0.0,0.0,0.41400000000000003,0.46,3.861,4.29,0.0,0.0,0,0,0,0,3,1,4,2,0,1,1,1,0,15,20,7,1
Suat Serdar,Hellas Verona,GER,MF,26.0,0.9199999999999999,0.05,0.0,0.0,1.288,0.07,2.392,0.13,21.895999999999997,1.19,0.0,0.0,68,17,14,1,20,3,18,36,39,20,22,40,18,158,486,179,2
Suso,Sevilla,ESP,"MF,FW",29.0,1.3519999999999999,0.08,1.0139999999999998,0.05999999999999999,3.887,0.23,5.4079999999999995,0.32,26.026,1.54,0.6759999999999999,0.04,110,42,38,14,41,7,27,109,17,5,8,22,35,522,424,131,4
Sven Botman,Newcastle Utd,NED,DF,23.0,0.612,0.04,1.989,0.13,1.0710000000000002,0.07,1.683,0.11,9.945,0.65,3.0600000000000005,0.2,35,5,1,0,0,0,0,5,13,9,34,9,2,29,450,676,6
Sven Ulreich,Bayern Munich,GER,GK,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,403,0
Sydie Peck,Sheffield Utd,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sydney van Hooijdonk,Bologna,NED,FW,23.0,0.624,0.26,0.0,0.0,0.12,0.05,0.744,0.31,5.088,2.12,0.0,0.0,2,2,0,0,1,0,2,9,0,1,5,6,2,21,26,9,1
Szymon Żurkowski,Empoli,POL,MF,25.0,0.96,0.1,3.9359999999999995,0.41,0.096,0.01,1.056,0.11000000000000001,15.935999999999998,1.66,2.4,0.25,20,4,5,1,17,2,4,37,6,6,7,19,17,111,189,56,6
Sávio,Girona,BRA,"FW,MF",19.0,5.958,0.18,8.937000000000001,0.27,7.944,0.24,13.902,0.42,45.016000000000005,1.36,6.620000000000001,0.2,93,52,60,14,181,80,104,372,25,18,4,30,66,878,486,169,4
Séamus Coleman,Everton,IRL,DF,34.0,0.0,0.0,0.0,0.0,1.0360000000000003,0.14000000000000004,1.0360000000000003,0.14000000000000004,0.0,0.0,0.0,0.0,22,3,4,2,5,1,6,16,14,7,1,6,5,103,152,136,0
Sébastien Haller,Dortmund,CIV,FW,29.0,0.9680000000000001,0.22,0.0,0.0,0.7480000000000001,0.17,1.7160000000000002,0.39,6.996000000000001,1.59,0.0,0.0,11,5,1,0,11,2,4,34,0,0,19,8,10,68,78,18,1
Tadeo Allende,Celta Vigo,ARG,"MF,FW",24.0,1.221,0.33,0.9990000000000001,0.27,0.37000000000000005,0.1,1.591,0.43,7.918000000000001,2.14,0.48100000000000004,0.13,7,2,2,1,9,1,3,25,1,3,5,2,3,60,66,19,1
Tahith Chong,Luton Town,CUW,"MF,FW",23.0,2.6399999999999997,0.11999999999999998,3.96,0.18,0.44,0.02,3.3,0.15,31.02,1.41,2.8600000000000003,0.13,72,10,20,8,57,9,25,101,22,8,9,21,64,324,351,160,2
Taiwo Awoniyi,Nott'ham Forest,NGA,FW,25.0,4.755999999999999,0.41,6.032,0.52,1.74,0.15,6.496,0.56,22.04,1.9,3.132,0.27,14,10,3,0,8,6,8,45,7,1,21,9,16,118,153,30,4
Tajon Buchanan,Inter,CAN,DF,24.0,0.198,0.11,1.0080000000000002,0.5600000000000002,0.324,0.18,0.522,0.29,4.032000000000001,2.2400000000000007,0.45,0.25,4,2,1,1,12,3,4,22,1,0,0,1,6,65,23,14,6
Takefusa Kubo,Real Sociedad,JPN,"FW,MF",22.0,3.5849999999999995,0.15,6.930999999999999,0.29,6.453,0.27,10.037999999999998,0.42,46.126999999999995,1.93,3.5849999999999995,0.15,89,58,31,5,136,63,55,231,17,11,11,21,52,683,404,94,4
Takuma Asano,Bochum,JPN,"FW,MF",28.0,7.956,0.36,5.9670000000000005,0.27,1.326,0.06,9.282,0.42,65.19500000000001,2.95,1.989,0.09,32,21,13,1,56,28,16,167,6,4,15,15,22,363,218,71,4
Takumi Minamino,Monaco,JPN,MF,28.0,5.875,0.25,8.93,0.38,4.935,0.21,10.81,0.46,59.925,2.55,3.525,0.15,97,34,36,3,48,19,15,198,17,11,6,30,32,527,530,116,4
Tammy Abraham,Roma,ENG,FW,25.0,0.5940000000000001,0.22000000000000003,0.999,0.37,0.135,0.05,0.7290000000000001,0.27,4.023000000000001,1.4900000000000002,0.675,0.25,4,3,1,0,6,2,2,15,1,0,6,6,5,34,31,4,6
Tanguy Coulibaly,Montpellier,FRA,"FW,MF",22.0,2.553,0.37,0.9660000000000002,0.14,0.759,0.11,3.312,0.4799999999999999,16.974,2.46,0.414,0.05999999999999999,13,9,4,0,27,14,17,48,11,2,8,12,14,125,116,61,6
Tanguy Nianzou,Sevilla,FRA,DF,21.0,0.035,0.01,0.0,0.0,0.0,0.0,0.035,0.01,0.9800000000000001,0.28,0.0,0.0,14,0,0,0,2,0,2,1,8,3,4,6,4,16,115,63,0
Tawanda Chirewa,Wolves,ZIM,"MF,FW",19.0,0.16000000000000003,0.10000000000000002,0.0,0.0,0.032,0.02,0.192,0.12,2.9760000000000004,1.86,0.0,0.0,7,1,3,2,1,1,1,8,3,1,1,4,2,26,44,17,1
Teddy Teuma,Reims,MLT,MF,29.0,2.35,0.1,4.935,0.21,3.7600000000000002,0.16,6.8149999999999995,0.29,43.005,1.83,2.82,0.12,157,42,31,8,29,4,27,112,36,20,10,32,30,558,967,261,4
Teden Mengi,Luton Town,ENG,DF,21.0,0.5479999999999999,0.019999999999999997,1.0959999999999999,0.039999999999999994,0.27399999999999997,0.009999999999999998,0.822,0.03,10.96,0.4000000000000001,2.4659999999999997,0.09,54,6,5,0,15,2,7,1,22,57,60,35,7,70,554,673,2
Terem Moffi,Nice,NGA,FW,24.0,8.246,0.38000000000000006,8.029,0.37,3.255,0.15,13.888,0.64,46.004,2.12,3.689,0.17,27,22,12,0,24,12,19,123,4,3,20,32,19,256,282,44,4
Teun Koopmeiners,Atalanta,NED,MF,25.0,4.964,0.17,9.928,0.34,5.84,0.2,12.556,0.43,51.976,1.78,5.548,0.19,169,60,45,17,79,21,19,190,24,10,29,53,23,659,838,266,4
Theo Corbeanu,Granada,CAN,"MF,FW",21.0,0.28,0.14,0.98,0.49,0.0,0.0,0.28,0.14,4.94,2.47,0.4,0.2,5,0,2,2,5,0,2,13,2,3,4,2,1,39,41,17,6
Theo Hernández,Milan,FRA,DF,25.0,3.41,0.11,4.03,0.13,4.340000000000001,0.14,9.299999999999999,0.3,54.87,1.77,2.1700000000000004,0.07,166,44,40,12,116,13,37,124,17,23,29,38,50,530,1191,581,4
Therence Koudou,Reims,FRA,DF,18.0,0.07,0.02,0.0,0.0,0.24500000000000002,0.07,0.315,0.09,1.9949999999999999,0.57,0.0,0.0,14,5,3,2,8,1,3,21,2,4,1,9,1,64,91,52,0
Thiago Alcántara,Liverpool,ESP,MF,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0
Thiago Silva,Chelsea,BRA,DF,38.0,0.843,0.03,3.091,0.11,1.124,0.04,1.686,0.06,14.05,0.5,5.901,0.21,102,9,10,1,2,0,2,5,15,26,51,10,8,79,1198,1280,2
Thibault De Smet,Reims,BEL,DF,25.0,0.203,0.01,0.0,0.0,0.812,0.04,1.0150000000000001,0.05,4.0600000000000005,0.2,0.0,0.0,104,14,14,4,23,1,5,66,35,21,17,38,9,276,613,375,2
Thibaut Courtois,Real Madrid,BEL,GK,31.0,0.0,0.0,0.0,0.0,0.111,0.03,0.111,0.03,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,135,0
Thierry Correia,Valencia,POR,DF,24.0,0.717,0.03,0.0,0.0,2.151,0.09,2.629,0.11,5.018999999999999,0.21,0.0,0.0,80,18,29,11,40,13,23,56,35,33,16,41,41,292,739,597,4
Thijs Dallinga,Toulouse,NED,FW,22.0,11.717999999999998,0.42,13.112999999999998,0.4699999999999999,1.1159999999999999,0.04,15.345,0.55,80.91,2.9,4.4639999999999995,0.16,38,17,15,2,32,9,20,164,15,3,59,37,45,398,409,81,4
Thilo Kehrer,West Ham,GER,"DF,MF",26.0,0.735,0.049328859060402686,1.0290000000000001,0.06906040268456377,1.0290000000000001,0.06906040268456377,1.7639999999999998,0.11838926174496645,12.053999999999998,0.808993288590604,1.176,0.0789261744966443,91,5,2,0,13,0,3,17,23,30,23,19,5,83,643,414,2
Thomas Cannon,Everton,IRL,FW,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Delaine,Strasbourg,FRA,"DF,MF",31.0,1.5890000000000002,0.07,0.908,0.04,3.632,0.16,5.221,0.23,12.031,0.53,1.816,0.08,52,26,23,12,63,5,19,151,19,17,17,39,21,386,415,304,4
Thomas Foket,Reims,BEL,DF,28.0,0.204,0.01,0.0,0.0,0.816,0.04,1.02,0.05,3.0599999999999996,0.15,0.0,0.0,65,11,10,7,24,1,7,84,17,25,16,26,13,314,569,374,2
Thomas Henry,Hellas Verona,FRA,FW,28.0,2.442,0.66,2.9970000000000003,0.81,0.037000000000000005,0.01,3.293,0.89,12.950000000000001,3.5,0.8510000000000001,0.23,3,2,0,0,2,1,1,20,0,0,19,15,5,54,53,11,6
Thomas Isherwood,Darmstadt 98,SWE,DF,25.0,0.0,0.0,0.0,0.0,0.071,0.01,0.071,0.01,0.0,0.0,0.0,0.0,11,1,4,0,6,0,1,1,5,10,8,8,3,11,127,208,0
Thomas Kaminski,Luton Town,BEL,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,0,0,2,0,1,0,4,0,3,1,30,1553,7
Thomas Keller,Heidenheim,GER,"MF,FW",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0
Thomas Kristensen,Udinese,DEN,DF,21.0,1.165,0.05,0.0,0.0,0.466,0.02,1.398,0.05999999999999999,10.019,0.43,0.0,0.0,47,4,2,0,20,1,10,3,24,29,58,26,7,57,499,583,2
Thomas Lemar,Atlético Madrid,FRA,MF,27.0,0.162,0.09,0.0,0.0,0.018000000000000002,0.01,0.18000000000000002,0.1,1.9800000000000002,1.1,0.0,0.0,13,1,1,0,5,0,1,9,1,0,0,3,2,34,58,8,0
Thomas Meunier,Dortmund,BEL,DF,31.0,0.52,0.08,0.0,0.0,0.65,0.1,1.17,0.18,7.995,1.23,0.0,0.0,33,4,2,0,21,2,2,25,1,4,7,10,0,106,246,214,0
Thomas Müller,Bayern Munich,GER,"MF,FW",33.0,5.704,0.31,4.968,0.27,8.464,0.4600000000000001,14.168,0.77,36.064,1.9600000000000002,2.576,0.14,82,51,43,10,38,9,11,188,16,3,30,12,21,547,356,65,4
Thomas Partey,Arsenal,GHA,"MF,DF",30.0,0.44000000000000006,0.05,0.0,0.0,0.264,0.03,0.7040000000000001,0.08,8.008000000000001,0.91,0.0,0.0,72,6,14,2,15,1,9,10,11,11,7,10,6,154,423,138,2
Thomas Strakosha,Brentford,ALB,GK,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,74,0
Thorgan Hazard,Dortmund,BEL,DF,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,6,1,0
Théo Sainte-Luce,Montpellier,FRA,DF,24.0,0.11399999999999999,0.03,0.0,0.0,0.076,0.02,0.19,0.05,2.964,0.78,0.0,0.0,15,1,0,0,8,1,3,6,7,3,3,3,4,43,109,80,0
Tiago Djaló,Juventus,POR,DF,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,1,0,0,0,0,0,1,1,7,8,0
Tiago Fonseca Morais,Lille,POR,FW,19.0,0.35,0.7,0.0,0.0,0.0,0.0,0.35,0.7,0.98,1.96,0.0,0.0,3,0,1,0,3,1,0,2,1,1,0,1,0,8,14,2,1
Tiago Santos,Lille,POR,DF,21.0,1.3150000000000002,0.05,1.052,0.04,2.367,0.09,3.6820000000000004,0.14,33.138,1.2599999999999998,0.789,0.03,105,27,25,10,89,22,54,137,42,15,12,38,87,494,876,371,4
Tiemoué Bakayoko,Lorient,FRA,MF,28.0,1.752,0.12000000000000001,2.044,0.14,0.584,0.04,2.336,0.16,11.972,0.82,2.482,0.17,54,4,2,0,14,1,5,15,17,26,24,25,23,94,491,209,2
Tijjani Noslin,Hellas Verona,NED,"FW,MF",24.0,3.576,0.24,5.066000000000001,0.34,2.0860000000000003,0.14,5.811,0.39,36.058,2.42,2.0860000000000003,0.14,26,26,13,4,29,13,8,94,8,2,49,24,10,282,198,53,4
Tijjani Reijnders,Milan,NED,MF,25.0,3.1300000000000003,0.1,3.1300000000000003,0.1,3.756,0.12,6.886,0.22,43.82,1.4,2.1910000000000003,0.07,204,50,37,6,88,18,35,90,25,18,8,21,20,533,1181,323,4
Tim Breithaupt,Augsburg,GER,MF,21.0,0.07,0.01,0.0,0.0,0.14,0.02,0.21,0.03,3.01,0.43,0.0,0.0,21,3,3,0,0,0,1,2,11,8,11,12,4,44,196,117,0
Tim Drexler,Hoffenheim,GER,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0,6,0,1,0,9,8,3,4,5,13,208,197,0
Tim Iroegbunam,Aston Villa,ENG,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,3,0,5,2,1,9,3,8,46,27,0
Tim Kleindienst,Heidenheim,GER,FW,27.0,12.441,0.39,9.889,0.31,3.19,0.1,17.226,0.54,81.026,2.54,3.828,0.12,73,27,10,2,40,16,19,178,12,12,179,88,13,577,632,130,4
Tim Oermann,Bochum,GER,DF,19.0,0.079,0.01,0.0,0.0,0.316,0.04,0.395,0.05,4.977,0.63,0.0,0.0,25,4,5,3,6,2,5,7,11,2,7,8,8,71,176,115,0
Tim Ream,Fulham,USA,DF,35.0,1.002,0.060000000000000005,1.002,0.060000000000000005,0.0,0.0,1.002,0.060000000000000005,1.002,0.060000000000000005,16.7,1.0,65,0,1,0,11,2,6,3,9,25,25,8,6,30,600,585,6
Tim Siersleben,Heidenheim,GER,DF,23.0,0.20199999999999999,0.02,0.0,0.0,0.505,0.05,0.7070000000000001,0.07,3.03,0.3,0.0,0.0,48,3,0,0,12,0,0,1,11,21,13,16,5,14,309,349,2
Tim Skarke,Darmstadt 98,GER,"FW,DF",26.0,3.471,0.13,8.01,0.3,2.136,0.08,5.606999999999999,0.21,68.886,2.58,3.2039999999999997,0.12,80,31,33,14,61,20,28,190,16,6,11,31,40,482,470,199,4
Timo Hübers,Köln,GER,DF,27.0,1.8539999999999999,0.06,0.0,0.0,0.618,0.02,2.472,0.08,21.938999999999997,0.71,0.0,0.0,104,6,7,1,19,1,4,3,47,63,99,44,25,65,897,1200,2
Timo Werner,Tottenham,GER,FW,27.0,5.254,0.46495575221238933,2.969,0.2627433628318584,2.7459999999999996,0.24300884955752206,8.872,0.7851327433628318,37.074,3.280884955752212,0.929,0.08221238938053098,47,17,20,5,89,41,17,156,5,4,1,5,5,359,166,40,4
Timothy Castagne,Fulham,BEL,DF,27.0,1.758,0.06,0.879,0.03,2.051,0.07,3.516,0.12,14.064,0.48,2.051,0.07,77,18,17,8,48,6,17,113,24,38,35,22,10,418,831,697,4
Timothy Chandler,Eint Frankfurt,USA,"MF,DF",33.0,0.08000000000000002,0.4000000000000001,0.0,0.0,0.13799999999999998,0.6899999999999998,0.21800000000000003,1.09,2.0,10.0,0.0,0.0,5,2,1,0,1,0,0,10,0,0,2,0,0,22,7,1,1
Tom Bischof,Hoffenheim,GER,"MF,FW",18.0,0.38,0.19,0.0,0.0,0.8,0.4,1.18,0.59,5.06,2.53,0.0,0.0,18,5,4,2,2,0,2,18,4,1,1,1,1,58,65,19,1
Tom Cairney,Fulham,SCO,MF,32.0,1.155,0.07,0.99,0.06,2.31,0.14,3.3000000000000003,0.2,16.995,1.03,0.99,0.06,145,26,25,4,35,6,26,72,16,13,14,16,23,422,761,243,4
Tom Davies,Sheffield Utd,ENG,MF,25.0,0.35000000000000003,0.14,0.0,0.0,0.075,0.03,0.42500000000000004,0.17,4.074999999999999,1.6299999999999997,0.0,0.0,8,1,1,0,3,1,2,3,5,3,3,7,2,34,65,44,1
Tom Krauß,Mainz 05,GER,MF,22.0,0.75,0.05,1.05,0.07,0.44999999999999996,0.029999999999999995,1.2,0.08,19.05,1.27,0.75,0.05,68,7,9,2,12,4,3,29,33,17,15,31,16,181,496,202,2
Tom Lockyer,Luton Town,WAL,DF,28.0,1.04,0.08,1.04,0.08,0.65,0.05,1.69,0.13,7.0200000000000005,0.54,1.8200000000000003,0.14,37,3,4,0,6,1,4,2,16,23,31,15,10,32,242,316,2
Tom Louchet,Nice,FRA,"MF,DF",20.0,1.0350000000000001,0.23000000000000004,0.99,0.22,0.72,0.16,1.71,0.38,1.98,0.44,2.25,0.5,18,7,5,2,6,0,1,40,5,3,4,7,4,108,128,73,6
Toma Bašić,Salernitana,CRO,MF,26.0,0.645,0.05,0.0,0.0,0.516,0.04,1.161,0.09,11.997000000000002,0.93,0.0,0.0,53,16,6,4,11,0,10,16,13,14,8,14,16,121,394,175,2
Tommaso Augello,Cagliari,ITA,DF,28.0,0.538,0.020000000000000004,1.076,0.04000000000000001,1.883,0.07,2.421,0.09,9.953,0.37,2.69,0.1,96,27,31,20,62,1,15,99,19,17,34,15,14,408,625,529,4
Tommaso Baldanzi,Empoli,ITA,"MF,FW",20.0,2.9450000000000003,0.20886524822695035,1.992,0.14127659574468085,1.7750000000000001,0.12588652482269502,4.720000000000001,0.33475177304964543,29.165,2.0684397163120565,1.1620000000000001,0.0824113475177305,44,17,17,6,38,11,15,94,7,2,1,11,30,292,273,54,4
Tommaso Corazza,Bologna,ITA,DF,19.0,0.08800000000000001,0.04,0.0,0.0,0.066,0.03,0.15400000000000003,0.07,1.0120000000000002,0.4600000000000001,0.0,0.0,14,1,4,3,10,1,0,9,4,5,0,1,3,47,72,54,0
Tommaso Martinelli,Fiorentina,ITA,GK,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
Tommaso Pobega,Milan,ITA,MF,24.0,0.21,0.06,0.0,0.0,0.21,0.06,0.42,0.12,4.935,1.41,0.0,0.0,11,1,1,0,6,1,3,10,9,6,2,8,7,30,102,57,0
Tommy Doyle,Wolves,ENG,MF,21.0,0.408,0.03,0.0,0.0,0.408,0.03,0.816,0.06,14.008,1.03,0.0,0.0,81,8,7,2,21,2,1,17,13,12,0,11,4,182,620,265,2
